"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"2911134","13","Open low hills","Open_Hills_and_Mountains"
"2931924","13","Open low hills","Open_Hills_and_Mountains"
"2938684","19","High hills","Hills_and_Mountains"
"2939952","4","Irregular plains","Plains"
"2960590","13","Open low hills","Open_Hills_and_Mountains"
"2913366","1","Flat plains","Plains"
"2945326","13","Open low hills","Open_Hills_and_Mountains"
"2972826","14","Open hills","Open_Hills_and_Mountains"
"2929908","13","Open low hills","Open_Hills_and_Mountains"
"2958574","13","Open low hills","Open_Hills_and_Mountains"
"2918496","2","Smooth plains","Plains"
"2978226","19","High hills","Hills_and_Mountains"
"2923248","14","Open hills","Open_Hills_and_Mountains"
"2959060","19","High hills","Hills_and_Mountains"
"2939080","19","High hills","Hills_and_Mountains"
"2963956","14","Open hills","Open_Hills_and_Mountains"
"2917218","14","Open hills","Open_Hills_and_Mountains"
"2932266","14","Open hills","Open_Hills_and_Mountains"
"2957800","14","Open hills","Open_Hills_and_Mountains"
"2970270","13","Open low hills","Open_Hills_and_Mountains"
"2920566","14","Open hills","Open_Hills_and_Mountains"
"2946244","19","High hills","Hills_and_Mountains"
"2980512","19","High hills","Hills_and_Mountains"
"2910342","13","Open low hills","Open_Hills_and_Mountains"
"2906742","13","Open low hills","Open_Hills_and_Mountains"
"2927100","19","High hills","Hills_and_Mountains"
"2959816","13","Open low hills","Open_Hills_and_Mountains"
"2953462","14","Open hills","Open_Hills_and_Mountains"
"2918316","13","Open low hills","Open_Hills_and_Mountains"
"2944282","14","Open hills","Open_Hills_and_Mountains"
"2929764","4","Irregular plains","Plains"
"2935450","19","High hills","Hills_and_Mountains"
"2964550","13","Open low hills","Open_Hills_and_Mountains"
"2922672","13","Open low hills","Open_Hills_and_Mountains"
"2920512","4","Irregular plains","Plains"
"2962660","14","Open hills","Open_Hills_and_Mountains"
"2979468","4","Irregular plains","Plains"
"2972772","19","High hills","Hills_and_Mountains"
"2960824","13","Open low hills","Open_Hills_and_Mountains"
"2923032","13","Open low hills","Open_Hills_and_Mountains"
"2948350","14","Open hills","Open_Hills_and_Mountains"
"2917164","4","Irregular plains","Plains"
"2958628","14","Open hills","Open_Hills_and_Mountains"
"2916802","13","Open low hills","Open_Hills_and_Mountains"
"2971728","14","Open hills","Open_Hills_and_Mountains"
"2933004","4","Irregular plains","Plains"
"2937736","19","High hills","Hills_and_Mountains"
"2929422","13","Open low hills","Open_Hills_and_Mountains"
"2913015","19","High hills","Hills_and_Mountains"
"2951644","4","Irregular plains","Plains"
"2949196","19","High hills","Hills_and_Mountains"
"2937000","14","Open hills","Open_Hills_and_Mountains"
"2929998","14","Open hills","Open_Hills_and_Mountains"
"2954758","4","Irregular plains","Plains"
"2922250","19","High hills","Hills_and_Mountains"
"2979882","19","High hills","Hills_and_Mountains"
"2904960","4","Irregular plains","Plains"
"2917668","14","Open hills","Open_Hills_and_Mountains"
"2980422","14","Open hills","Open_Hills_and_Mountains"
"2923698","13","Open low hills","Open_Hills_and_Mountains"
"2903394","19","High hills","Hills_and_Mountains"
"2910486","13","Open low hills","Open_Hills_and_Mountains"
"2902692","2","Smooth plains","Plains"
"2919828","14","Open hills","Open_Hills_and_Mountains"
"2952760","13","Open low hills","Open_Hills_and_Mountains"
"2951680","14","Open hills","Open_Hills_and_Mountains"
"2920134","4","Irregular plains","Plains"
"2905824","13","Open low hills","Open_Hills_and_Mountains"
"2978910","14","Open hills","Open_Hills_and_Mountains"
"2927924","19","High hills","Hills_and_Mountains"
"2947846","4","Irregular plains","Plains"
"2967790","4","Irregular plains","Plains"
"2928180","19","High hills","Hills_and_Mountains"
"2907534","14","Open hills","Open_Hills_and_Mountains"
"2939440","14","Open hills","Open_Hills_and_Mountains"
"2964180","19","High hills","Hills_and_Mountains"
"2933778","19","High hills","Hills_and_Mountains"
"2955910","14","Open hills","Open_Hills_and_Mountains"
"2915670","14","Open hills","Open_Hills_and_Mountains"
"2932410","5","Tablelands, moderate relief","Tablelands"
"2953786","14","Open hills","Open_Hills_and_Mountains"
"2956558","4","Irregular plains","Plains"
"2954352","14","Open hills","Open_Hills_and_Mountains"
"2979820","14","Open hills","Open_Hills_and_Mountains"
"2916462","13","Open low hills","Open_Hills_and_Mountains"
"2919486","4","Irregular plains","Plains"
"2900568","5","Tablelands, moderate relief","Tablelands"
"2947594","14","Open hills","Open_Hills_and_Mountains"
"2934354","19","High hills","Hills_and_Mountains"
"2971008","14","Open hills","Open_Hills_and_Mountains"
"2905320","19","High hills","Hills_and_Mountains"
"2952148","14","Open hills","Open_Hills_and_Mountains"
"2959096","14","Open hills","Open_Hills_and_Mountains"
"2944174","14","Open hills","Open_Hills_and_Mountains"
"2924120","4","Irregular plains","Plains"
"2950078","5","Tablelands, moderate relief","Tablelands"
"2955244","14","Open hills","Open_Hills_and_Mountains"
"2953876","14","Open hills","Open_Hills_and_Mountains"
"2929116","13","Open low hills","Open_Hills_and_Mountains"
"2912358","19","High hills","Hills_and_Mountains"
"2967232","19","High hills","Hills_and_Mountains"
"3124075","14","Open hills","Open_Hills_and_Mountains"
"3152925","5","Tablelands, moderate relief","Tablelands"
"3115920","4","Irregular plains","Plains"
"3107415","4","Irregular plains","Plains"
"3113085","4","Irregular plains","Plains"
"3139590","4","Irregular plains","Plains"
"3124530","4","Irregular plains","Plains"
"3106050","2","Smooth plains","Plains"
"3153520","14","Open hills","Open_Hills_and_Mountains"
"3114065","4","Irregular plains","Plains"
"3141830","4","Irregular plains","Plains"
"3111300","14","Open hills","Open_Hills_and_Mountains"
"3103180","4","Irregular plains","Plains"
"3106820","4","Irregular plains","Plains"
"3113365","1","Flat plains","Plains"
"3149635","4","Irregular plains","Plains"
"3118825","2","Smooth plains","Plains"
"3150895","2","Smooth plains","Plains"
"3130730","2","Smooth plains","Plains"
"3149915","4","Irregular plains","Plains"
"3117950","14","Open hills","Open_Hills_and_Mountains"
"3133985","14","Open hills","Open_Hills_and_Mountains"
"3104195","2","Smooth plains","Plains"
"3124740","14","Open hills","Open_Hills_and_Mountains"
"3103040","4","Irregular plains","Plains"
"3140430","2","Smooth plains","Plains"
"3106855","4","Irregular plains","Plains"
"3110390","4","Irregular plains","Plains"
"3105490","13","Open low hills","Open_Hills_and_Mountains"
"3106505","4","Irregular plains","Plains"
"3137420","4","Irregular plains","Plains"
"3120610","4","Irregular plains","Plains"
"3101290","14","Open hills","Open_Hills_and_Mountains"
"3122185","4","Irregular plains","Plains"
"3128000","4","Irregular plains","Plains"
"3119595","1","Flat plains","Plains"
"3110740","14","Open hills","Open_Hills_and_Mountains"
"3133530","4","Irregular plains","Plains"
"3109165","1","Flat plains","Plains"
"3144070","14","Open hills","Open_Hills_and_Mountains"
"3138190","4","Irregular plains","Plains"
"3108780","1","Flat plains","Plains"
"3140360","14","Open hills","Open_Hills_and_Mountains"
"3111860","14","Open hills","Open_Hills_and_Mountains"
"3103810","14","Open hills","Open_Hills_and_Mountains"
"3132585","14","Open hills","Open_Hills_and_Mountains"
"3142250","4","Irregular plains","Plains"
"3129645","2","Smooth plains","Plains"
"3108220","14","Open hills","Open_Hills_and_Mountains"
"3120785","2","Smooth plains","Plains"
"3109095","4","Irregular plains","Plains"
"3103600","4","Irregular plains","Plains"
"3117530","13","Open low hills","Open_Hills_and_Mountains"
