July 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
SC-001,Abbeville County,South Carolina,91,77,0.5,90.6
SC-003,Aiken County,South Carolina,91.3,61,-0.2,91.5
SC-005,Allendale County,South Carolina,91.6,77,0.4,91.2
SC-007,Anderson County,South Carolina,90.8,95,1.6,89.2
SC-009,Bamberg County,South Carolina,91,58,-0.3,91.3
SC-011,Barnwell County,South Carolina,91.1,56,-0.3,91.4
SC-013,Beaufort County,South Carolina,92.4,115,2.6,89.8
SC-015,Berkeley County,South Carolina,92.5,96,1.2,91.3
SC-017,Calhoun County,South Carolina,91.5,70,0.1,91.4
SC-019,Charleston County,South Carolina,91.9,112,1.8,90.1
SC-021,Cherokee County,South Carolina,89.9,72,0.2,89.7
SC-023,Chester County,South Carolina,90.4,60,-0.4,90.8
SC-025,Chesterfield County,South Carolina,91.1,85,0.8,90.3
SC-027,Clarendon County,South Carolina,91.3,60,-0.2,91.5
SC-029,Colleton County,South Carolina,92.3,96,1.5,90.8
SC-031,Darlington County,South Carolina,92.1,98,1.5,90.6
SC-033,Dillon County,South Carolina,92.4,98,1.7,90.7
SC-035,Dorchester County,South Carolina,92.7,100,1.3,91.4
SC-037,Edgefield County,South Carolina,90.5,46,-1.1,91.6
SC-039,Fairfield County,South Carolina,90.3,40,-1.1,91.4
SC-041,Florence County,South Carolina,92.4,92,1.3,91.1
SC-043,Georgetown County,South Carolina,91,89,0.9,90.1
SC-045,Greenville County,South Carolina,88.5,88,1,87.5
SC-047,Greenwood County,South Carolina,91.1,68,-0.1,91.2
SC-049,Hampton County,South Carolina,92.5,101,1.6,90.9
SC-051,Horry County,South Carolina,91,91,1.1,89.9
SC-053,Jasper County,South Carolina,93.1,108,2.4,90.7
SC-055,Kershaw County,South Carolina,90.6,67,-0.2,90.8
SC-057,Lancaster County,South Carolina,90.3,75,0.2,90.1
SC-059,Laurens County,South Carolina,90.8,67,0.2,90.6
SC-061,Lee County,South Carolina,91.6,89,1.1,90.5
SC-063,Lexington County,South Carolina,92,77,0.7,91.3
SC-065,McCormick County,South Carolina,90.6,57,-0.7,91.3
SC-067,Marion County,South Carolina,92.4,98,1.5,90.9
SC-069,Marlboro County,South Carolina,91.9,92,1.3,90.6
SC-071,Newberry County,South Carolina,91.6,67,0.2,91.4
SC-073,Oconee County,South Carolina,88.4,74,0.3,88.1
SC-075,Orangeburg County,South Carolina,91.6,69,0.1,91.5
SC-077,Pickens County,South Carolina,87.6,70,0,87.6
SC-079,Richland County,South Carolina,91.2,61,-0.2,91.4
SC-081,Saluda County,South Carolina,91.7,69,0.1,91.6
SC-083,Spartanburg County,South Carolina,89.8,79,0.6,89.2
SC-085,Sumter County,South Carolina,91.4,81,0.6,90.8
SC-087,Union County,South Carolina,90.7,66,-0.1,90.8
SC-089,Williamsburg County,South Carolina,91.9,81,0.4,91.5
SC-091,York County,South Carolina,90.4,80,0.6,89.8
SD-003,Aurora County,South Dakota,84.2,22,-3.4,87.6
SD-005,Beadle County,South Dakota,83.9,28,-3,86.9
SD-007,Bennett County,South Dakota,85.3,38,-1.9,87.2
SD-009,Bon Homme County,South Dakota,84.4,21,-3.7,88.1
SD-011,Brookings County,South Dakota,80.8,30,-2.7,83.5
SD-013,Brown County,South Dakota,82.3,37,-2.2,84.5
SD-015,Brule County,South Dakota,84.6,19,-3.6,88.2
SD-017,Buffalo County,South Dakota,84.3,26,-3.4,87.7
SD-019,Butte County,South Dakota,86.1,55,-0.3,86.4
SD-021,Campbell County,South Dakota,81.2,16,-4.1,85.3
SD-023,Charles Mix County,South Dakota,85.3,18,-3.6,88.9
SD-025,Clark County,South Dakota,82,49,-1.8,83.8
SD-027,Clay County,South Dakota,83.5,16,-3.9,87.4
SD-029,Codington County,South Dakota,81,52,-1.2,82.2
SD-031,Corson County,South Dakota,83.4,32,-2.4,85.8
SD-033,Custer County,South Dakota,82.4,38,-1.7,84.1
SD-035,Davison County,South Dakota,84.5,20,-3.5,88
SD-037,Day County,South Dakota,80.8,49,-1.5,82.3
SD-039,Deuel County,South Dakota,80.8,47,-1.4,82.2
SD-041,Dewey County,South Dakota,85.3,41,-1.7,87
SD-043,Douglas County,South Dakota,84.7,19,-3.7,88.4
SD-045,Edmunds County,South Dakota,81.9,21,-3.5,85.4
SD-047,Fall River County,South Dakota,86.4,35,-1.7,88.1
SD-049,Faulk County,South Dakota,82.7,30,-3.1,85.8
SD-051,Grant County,South Dakota,82.3,57,-0.7,83
SD-053,Gregory County,South Dakota,85.4,26,-2.7,88.1
SD-055,Haakon County,South Dakota,86.9,41,-1.7,88.6
SD-057,Hamlin County,South Dakota,81.3,42,-1.6,82.9
SD-059,Hand County,South Dakota,83.1,28,-3.6,86.7
SD-061,Hanson County,South Dakota,84.1,23,-3.3,87.4
SD-063,Harding County,South Dakota,85.6,71,0.9,84.7
SD-065,Hughes County,South Dakota,85.8,32,-2.8,88.6
SD-067,Hutchinson County,South Dakota,84.1,21,-3.6,87.7
SD-069,Hyde County,South Dakota,83.2,28,-3.3,86.5
SD-071,Jackson County,South Dakota,87.3,38,-1.9,89.2
SD-073,Jerauld County,South Dakota,83,22,-3.6,86.6
SD-075,Jones County,South Dakota,86.2,25,-3.5,89.7
SD-077,Kingsbury County,South Dakota,81.9,31,-2.9,84.8
SD-079,Lake County,South Dakota,81.4,23,-3.5,84.9
SD-081,Lawrence County,South Dakota,79.1,42,-1.6,80.7
SD-083,Lincoln County,South Dakota,82.3,17,-3.7,86
SD-085,Lyman County,South Dakota,86.2,29,-3.1,89.3
SD-087,McCook County,South Dakota,82.7,20,-3.6,86.3
SD-089,McPherson County,South Dakota,79.9,16,-4.1,84
SD-091,Marshall County,South Dakota,79.8,34,-2.4,82.2
SD-093,Meade County,South Dakota,85.4,49,-1.1,86.5
SD-095,Mellette County,South Dakota,86.8,28,-2.9,89.7
SD-097,Miner County,South Dakota,82.9,23,-3.5,86.4
SD-099,Minnehaha County,South Dakota,81.8,20,-3.3,85.1
SD-101,Moody County,South Dakota,81,21,-3.5,84.5
SD-102,Oglala Lakota County,South Dakota,86,37,-1.9,87.9
SD-103,Pennington County,South Dakota,84,46,-1.4,85.4
SD-105,Perkins County,South Dakota,84.4,47,-1,85.4
SD-107,Potter County,South Dakota,82.3,20,-3.9,86.2
SD-109,Roberts County,South Dakota,81.4,47,-1.6,83
SD-111,Sanborn County,South Dakota,84.1,24,-3.4,87.5
SD-115,Spink County,South Dakota,84,41,-2.1,86.1
SD-117,Stanley County,South Dakota,86.7,36,-2.3,89
SD-119,Sully County,South Dakota,84.1,25,-3.6,87.7
SD-121,Todd County,South Dakota,84.9,25,-3,87.9
SD-123,Tripp County,South Dakota,86.6,34,-2.2,88.8
SD-125,Turner County,South Dakota,82.9,20,-3.7,86.6
SD-127,Union County,South Dakota,83.4,18,-3.5,86.9
SD-129,Walworth County,South Dakota,81.9,20,-3.6,85.5
SD-135,Yankton County,South Dakota,83.8,21,-3.6,87.4
SD-137,Ziebach County,South Dakota,86.2,52,-1,87.2
TN-001,Anderson County,Tennessee,85.2,41,-1.4,86.6
TN-003,Bedford County,Tennessee,88.8,55,-0.7,89.5
TN-005,Benton County,Tennessee,89.5,52,-1,90.5
TN-007,Bledsoe County,Tennessee,84.4,41,-1.2,85.6
TN-009,Blount County,Tennessee,85.5,39,-1.1,86.6
TN-011,Bradley County,Tennessee,87.8,34,-1.5,89.3
TN-013,Campbell County,Tennessee,83.6,40,-1.5,85.1
TN-015,Cannon County,Tennessee,87.3,41,-1.3,88.6
TN-017,Carroll County,Tennessee,88.7,31,-1.8,90.5
TN-019,Carter County,Tennessee,83.2,98,1.5,81.7
TN-021,Cheatham County,Tennessee,88.8,44,-0.9,89.7
TN-023,Chester County,Tennessee,89.4,40,-1.3,90.7
TN-025,Claiborne County,Tennessee,85.2,50,-0.7,85.9
TN-027,Clay County,Tennessee,87.9,42,-1.3,89.2
TN-029,Cocke County,Tennessee,85.8,58,-0.3,86.1
TN-031,Coffee County,Tennessee,87,46,-1.2,88.2
TN-033,Crockett County,Tennessee,89.4,41,-1.3,90.7
TN-035,Cumberland County,Tennessee,82.4,27,-1.9,84.3
TN-037,Davidson County,Tennessee,89.2,54,-0.5,89.7
TN-039,Decatur County,Tennessee,90,44,-1.2,91.2
TN-041,DeKalb County,Tennessee,87.5,40,-1.6,89.1
TN-043,Dickson County,Tennessee,88.4,46,-1,89.4
TN-045,Dyer County,Tennessee,89.5,42,-1.3,90.8
TN-047,Fayette County,Tennessee,89.9,46,-1,90.9
TN-049,Fentress County,Tennessee,82.9,30,-1.9,84.8
TN-051,Franklin County,Tennessee,87.2,49,-0.8,88
TN-053,Gibson County,Tennessee,88.8,32,-1.8,90.6
TN-055,Giles County,Tennessee,87.8,29,-1.8,89.6
TN-057,Grainger County,Tennessee,86.4,53,-0.5,86.9
TN-059,Greene County,Tennessee,85.8,51,-0.6,86.4
TN-061,Grundy County,Tennessee,83.6,33,-1.6,85.2
TN-063,Hamblen County,Tennessee,86.7,51,-0.6,87.3
TN-065,Hamilton County,Tennessee,87.9,44,-0.8,88.7
TN-067,Hancock County,Tennessee,86,73,0.2,85.8
TN-069,Hardeman County,Tennessee,89.5,46,-1.1,90.6
TN-071,Hardin County,Tennessee,89.6,38,-1.6,91.2
TN-073,Hawkins County,Tennessee,86.2,55,-0.3,86.5
TN-075,Haywood County,Tennessee,89.6,42,-1.1,90.7
TN-077,Henderson County,Tennessee,89.2,38,-1.5,90.7
TN-079,Henry County,Tennessee,88.7,40,-1.6,90.3
TN-081,Hickman County,Tennessee,88.9,45,-0.9,89.8
TN-083,Houston County,Tennessee,88.8,55,-0.9,89.7
TN-085,Humphreys County,Tennessee,89.4,56,-0.7,90.1
TN-087,Jackson County,Tennessee,88,41,-1.6,89.6
TN-089,Jefferson County,Tennessee,87.5,55,-0.3,87.8
TN-091,Johnson County,Tennessee,82.1,101,1.8,80.3
TN-093,Knox County,Tennessee,87,45,-0.8,87.8
TN-095,Lake County,Tennessee,89.4,40,-1.6,91
TN-097,Lauderdale County,Tennessee,89.4,38,-1.5,90.9
TN-099,Lawrence County,Tennessee,88,37,-1.4,89.4
TN-101,Lewis County,Tennessee,88.3,48,-1,89.3
TN-103,Lincoln County,Tennessee,88.7,44,-1.3,90
TN-105,Loudon County,Tennessee,86.9,32,-1.4,88.3
TN-107,McMinn County,Tennessee,87.2,34,-1.7,88.9
TN-109,McNairy County,Tennessee,89.6,41,-1.2,90.8
TN-111,Macon County,Tennessee,87.8,41,-1.5,89.3
TN-113,Madison County,Tennessee,89.3,40,-1.3,90.6
TN-115,Marion County,Tennessee,86.2,45,-1,87.2
TN-117,Marshall County,Tennessee,89.4,56,-0.4,89.8
TN-119,Maury County,Tennessee,89.3,61,-0.4,89.7
TN-121,Meigs County,Tennessee,87.4,35,-1.5,88.9
TN-123,Monroe County,Tennessee,85.6,36,-1.3,86.9
TN-125,Montgomery County,Tennessee,89.4,75,-0.1,89.5
TN-127,Moore County,Tennessee,88.1,52,-0.9,89
TN-129,Morgan County,Tennessee,83.7,34,-1.7,85.4
TN-131,Obion County,Tennessee,88.7,35,-1.9,90.6
TN-133,Overton County,Tennessee,85.6,37,-1.5,87.1
TN-135,Perry County,Tennessee,89.9,55,-0.7,90.6
TN-137,Pickett County,Tennessee,85.5,37,-1.5,87
TN-139,Polk County,Tennessee,86.2,34,-1.7,87.9
TN-141,Putnam County,Tennessee,86,38,-1.5,87.5
TN-143,Rhea County,Tennessee,85.7,35,-1.5,87.2
TN-145,Roane County,Tennessee,86.8,35,-1.5,88.3
TN-147,Robertson County,Tennessee,88.1,43,-1.2,89.3
TN-149,Rutherford County,Tennessee,88.9,52,-0.7,89.6
TN-151,Scott County,Tennessee,83.3,38,-1.5,84.8
TN-153,Sequatchie County,Tennessee,84.4,38,-1.2,85.6
TN-155,Sevier County,Tennessee,83.7,40,-1.1,84.8
TN-157,Shelby County,Tennessee,91,53,-0.5,91.5
TN-159,Smith County,Tennessee,88.1,36,-1.9,90
TN-161,Stewart County,Tennessee,89,58,-0.7,89.7
TN-163,Sullivan County,Tennessee,86.2,79,0.7,85.5
TN-165,Sumner County,Tennessee,88.1,45,-1.2,89.3
TN-167,Tipton County,Tennessee,89.8,42,-1.2,91
TN-169,Trousdale County,Tennessee,88.2,38,-1.8,90
TN-171,Unicoi County,Tennessee,81.7,72,0.4,81.3
TN-173,Union County,Tennessee,85.7,42,-1.2,86.9
TN-175,Van Buren County,Tennessee,84.3,35,-1.5,85.8
TN-177,Warren County,Tennessee,86.4,31,-1.8,88.2
TN-179,Washington County,Tennessee,86.4,73,0.3,86.1
TN-181,Wayne County,Tennessee,89.3,49,-1,90.3
TN-183,Weakley County,Tennessee,88.5,32,-1.9,90.4
TN-185,White County,Tennessee,85.8,34,-1.6,87.4
TN-187,Williamson County,Tennessee,88.9,58,-0.5,89.4
TN-189,Wilson County,Tennessee,88.5,45,-1.1,89.6
TX-001,Anderson County,Texas,97.3,110,2.9,94.4
TX-003,Andrews County,Texas,99.4,127,5.5,93.9
TX-005,Angelina County,Texas,99.1,127,5.5,93.6
TX-007,Aransas County,Texas,94.3,127,3.8,90.5
TX-009,Archer County,Texas,101.2,115,4,97.2
TX-011,Armstrong County,Texas,95.9,111,3.3,92.6
TX-013,Atascosa County,Texas,100.5,119,3.4,97.1
TX-015,Austin County,Texas,99.2,123,4.5,94.7
TX-017,Bailey County,Texas,96.1,118,4.8,91.3
TX-019,Bandera County,Texas,99.6,128,5.7,93.9
TX-021,Bastrop County,Texas,101.2,128,6,95.2
TX-023,Baylor County,Texas,100.9,113,3.6,97.3
TX-025,Bee County,Texas,100,127,5.1,94.9
TX-027,Bell County,Texas,100.8,127,5.8,95
TX-029,Bexar County,Texas,100.6,125,4.8,95.8
TX-031,Blanco County,Texas,99.8,125,4.9,94.9
TX-033,Borden County,Texas,98.6,119,3.9,94.7
TX-035,Bosque County,Texas,99.6,120,4.3,95.3
TX-037,Bowie County,Texas,92.3,55,-0.7,93
TX-039,Brazoria County,Texas,95.5,128,4.2,91.3
TX-041,Brazos County,Texas,98.3,114,3.2,95.1
TX-043,Brewster County,Texas,99.8,128,6.3,93.5
TX-045,Briscoe County,Texas,96.7,105,2.9,93.8
TX-047,Brooks County,Texas,100.6,123,4.4,96.2
TX-049,Brown County,Texas,99.8,120,4.7,95.1
TX-051,Burleson County,Texas,99.7,123,4.6,95.1
TX-053,Burnet County,Texas,101.2,128,5.7,95.5
TX-055,Caldwell County,Texas,102.1,128,6.5,95.6
TX-057,Calhoun County,Texas,95.1,128,4.1,91
TX-059,Callahan County,Texas,98.7,119,4.4,94.3
TX-061,Cameron County,Texas,97.2,125,3.7,93.5
TX-063,Camp County,Texas,93.9,83,0.5,93.4
TX-065,Carson County,Texas,95,105,3,92
TX-067,Cass County,Texas,92.8,54,-0.6,93.4
TX-069,Castro County,Texas,94.6,116,3.7,90.9
TX-071,Chambers County,Texas,95.4,128,5.1,90.3
TX-073,Cherokee County,Texas,96.9,115,3,93.9
TX-075,Childress County,Texas,99.8,104,2.8,97
TX-077,Clay County,Texas,100.8,113,3.8,97
TX-079,Cochran County,Texas,96.7,122,5.5,91.2
TX-081,Coke County,Texas,100.1,122,4.9,95.2
TX-083,Coleman County,Texas,99.9,125,5.4,94.5
TX-085,Collin County,Texas,95.9,98,1.8,94.1
TX-087,Collingsworth County,Texas,97.9,102,2.6,95.3
TX-089,Colorado County,Texas,99.8,128,5.3,94.5
TX-091,Comal County,Texas,100.2,126,5.2,95
TX-093,Comanche County,Texas,100.2,125,5.3,94.9
TX-095,Concho County,Texas,100,124,5.1,94.9
TX-097,Cooke County,Texas,97.2,101,2.4,94.8
TX-099,Coryell County,Texas,100.7,126,5.9,94.8
TX-101,Cottle County,Texas,99.2,92,2,97.2
TX-103,Crane County,Texas,102.6,128,6.2,96.4
TX-105,Crockett County,Texas,99.7,125,4.8,94.9
TX-107,Crosby County,Texas,96.1,102,2.3,93.8
TX-109,Culberson County,Texas,99.7,129,8.2,91.5
TX-111,Dallam County,Texas,92.3,90,1.4,90.9
TX-113,Dallas County,Texas,98.1,106,2.9,95.2
TX-115,Dawson County,Texas,98,119,4.3,93.7
TX-117,Deaf Smith County,Texas,95,119,4.6,90.4
TX-119,Delta County,Texas,93.4,60,-0.1,93.5
TX-121,Denton County,Texas,98.8,112,3.4,95.4
TX-123,DeWitt County,Texas,101.5,129,6.5,95
TX-125,Dickens County,Texas,97.4,92,1.7,95.7
TX-127,Dimmit County,Texas,102.4,122,4,98.4
TX-129,Donley County,Texas,96.9,105,3,93.9
TX-131,Duval County,Texas,100.9,123,4.4,96.5
TX-133,Eastland County,Texas,99,116,4,95
TX-135,Ector County,Texas,100.1,125,5.3,94.8
TX-137,Edwards County,Texas,97.9,125,5,92.9
TX-139,Ellis County,Texas,98.6,109,3.1,95.5
TX-141,El Paso County,Texas,103.4,129,9,94.4
TX-143,Erath County,Texas,100.3,126,5.5,94.8
TX-145,Falls County,Texas,99.9,125,4.8,95.1
TX-147,Fannin County,Texas,94.3,76,0.5,93.8
TX-149,Fayette County,Texas,101,128,5.9,95.1
TX-151,Fisher County,Texas,99.6,119,4.4,95.2
TX-153,Floyd County,Texas,94.5,94,1.7,92.8
TX-155,Foard County,Texas,99.8,97,2.3,97.5
TX-157,Fort Bend County,Texas,97.1,124,4,93.1
TX-159,Franklin County,Texas,93.2,69,0,93.2
TX-161,Freestone County,Texas,98,109,3,95
TX-163,Frio County,Texas,101.4,121,3.6,97.8
TX-165,Gaines County,Texas,98.8,126,6,92.8
TX-167,Galveston County,Texas,94.5,128,4.6,89.9
TX-169,Garza County,Texas,99,117,3.7,95.3
TX-171,Gillespie County,Texas,98.9,126,5.4,93.5
TX-173,Glasscock County,Texas,99.2,122,4.9,94.3
TX-175,Goliad County,Texas,100.3,127,5.8,94.5
TX-177,Gonzales County,Texas,102.2,129,6.4,95.8
TX-179,Gray County,Texas,94.8,94,2.3,92.5
TX-181,Grayson County,Texas,95.5,90,1.3,94.2
TX-183,Gregg County,Texas,95.4,92,1,94.4
TX-185,Grimes County,Texas,98.1,113,3.4,94.7
TX-187,Guadalupe County,Texas,101.6,128,5.8,95.8
TX-189,Hale County,Texas,94.2,102,2.2,92
TX-191,Hall County,Texas,99,104,2.6,96.4
TX-193,Hamilton County,Texas,100.5,126,5.9,94.6
TX-195,Hansford County,Texas,94.9,84,1.3,93.6
TX-197,Hardeman County,Texas,100,101,2.7,97.3
TX-199,Hardin County,Texas,97.4,129,5.1,92.3
TX-201,Harris County,Texas,97.4,128,4.9,92.5
TX-203,Harrison County,Texas,94.6,80,0.5,94.1
TX-205,Hartley County,Texas,93,94,1.8,91.2
TX-207,Haskell County,Texas,100.2,112,3.5,96.7
TX-209,Hays County,Texas,100.2,127,5.3,94.9
TX-211,Hemphill County,Texas,94.6,75,0.7,93.9
TX-213,Henderson County,Texas,96.8,108,2.2,94.6
TX-215,Hidalgo County,Texas,99.9,121,3.6,96.3
TX-217,Hill County,Texas,99.4,117,3.7,95.7
TX-219,Hockley County,Texas,96.3,119,4.4,91.9
TX-221,Hood County,Texas,100.4,117,4.1,96.3
TX-223,Hopkins County,Texas,93.4,71,0.1,93.3
TX-225,Houston County,Texas,97.2,110,2.6,94.6
TX-227,Howard County,Texas,99,121,4.4,94.6
TX-229,Hudspeth County,Texas,100,129,7.6,92.4
TX-231,Hunt County,Texas,94.5,80,0.7,93.8
TX-233,Hutchinson County,Texas,96.3,100,2.5,93.8
TX-235,Irion County,Texas,99.3,119,4.2,95.1
TX-237,Jack County,Texas,101.2,124,5.4,95.8
TX-239,Jackson County,Texas,97.9,128,5.1,92.8
TX-241,Jasper County,Texas,98,129,5.6,92.4
TX-243,Jeff Davis County,Texas,96.9,129,8.4,88.5
TX-245,Jefferson County,Texas,96.6,129,5.8,90.8
TX-247,Jim Hogg County,Texas,101.2,123,4.7,96.5
TX-249,Jim Wells County,Texas,100.5,126,4.8,95.7
TX-251,Johnson County,Texas,98.7,107,3,95.7
TX-253,Jones County,Texas,99.7,116,4,95.7
TX-255,Karnes County,Texas,101,127,5.3,95.7
TX-257,Kaufman County,Texas,96.4,91,1.1,95.3
TX-259,Kendall County,Texas,99.1,125,4.8,94.3
TX-261,Kenedy County,Texas,97.8,125,4.2,93.6
TX-263,Kent County,Texas,99.4,113,3.2,96.2
TX-265,Kerr County,Texas,98.6,127,5.7,92.9
TX-267,Kimble County,Texas,99.3,127,5.6,93.7
TX-269,King County,Texas,99.2,94,2.1,97.1
TX-271,Kinney County,Texas,100.8,123,4.6,96.2
TX-273,Kleberg County,Texas,97.7,126,4.9,92.8
TX-275,Knox County,Texas,100,102,2.6,97.4
TX-277,Lamar County,Texas,92.7,53,-0.7,93.4
TX-279,Lamb County,Texas,95.1,116,3.5,91.6
TX-281,Lampasas County,Texas,101.2,128,5.9,95.3
TX-283,La Salle County,Texas,102.1,114,3.3,98.8
TX-285,Lavaca County,Texas,101,129,6.3,94.7
TX-287,Lee County,Texas,100.6,128,5.6,95
TX-289,Leon County,Texas,97.4,108,2.4,95
TX-291,Liberty County,Texas,97.2,128,4.9,92.3
TX-293,Limestone County,Texas,98.4,112,3.5,94.9
TX-295,Lipscomb County,Texas,93.8,71,0.2,93.6
TX-297,Live Oak County,Texas,100.5,124,4.5,96
TX-299,Llano County,Texas,101.9,129,5.9,96
TX-301,Loving County,Texas,103.9,129,7.8,96.1
TX-303,Lubbock County,Texas,96.5,119,4.1,92.4
TX-305,Lynn County,Texas,97.4,119,4.3,93.1
TX-307,McCulloch County,Texas,99.5,123,4.5,95
TX-309,McLennan County,Texas,100,125,4.9,95.1
TX-311,McMullen County,Texas,101.1,121,3.6,97.5
TX-313,Madison County,Texas,97.4,107,2.4,95
TX-315,Marion County,Texas,94,75,0,94
TX-317,Martin County,Texas,99,120,4.5,94.5
TX-319,Mason County,Texas,101,128,6,95
TX-321,Matagorda County,Texas,95.4,128,4.4,91
TX-323,Maverick County,Texas,102.5,124,4.5,98
TX-325,Medina County,Texas,100.9,128,4.8,96.1
TX-327,Menard County,Texas,99,126,5.3,93.7
TX-329,Midland County,Texas,99.8,123,4.9,94.9
TX-331,Milam County,Texas,100.4,125,5.3,95.1
TX-333,Mills County,Texas,100.6,127,5.8,94.8
TX-335,Mitchell County,Texas,100.7,124,5.4,95.3
TX-337,Montague County,Texas,99.3,110,3.5,95.8
TX-339,Montgomery County,Texas,98.4,125,4.7,93.7
TX-341,Moore County,Texas,94.8,101,2.4,92.4
TX-343,Morris County,Texas,93.1,63,-0.3,93.4
TX-345,Motley County,Texas,97.4,88,1.5,95.9
TX-347,Nacogdoches County,Texas,98.5,124,4.9,93.6
TX-349,Navarro County,Texas,98.5,108,2.9,95.6
TX-351,Newton County,Texas,97.8,128,5.5,92.3
TX-353,Nolan County,Texas,99.3,126,5.7,93.6
TX-355,Nueces County,Texas,98.1,128,4.8,93.3
TX-357,Ochiltree County,Texas,94.3,76,0.7,93.6
TX-359,Oldham County,Texas,94.3,100,2.5,91.8
TX-361,Orange County,Texas,96.6,129,5.1,91.5
TX-363,Palo Pinto County,Texas,101.6,124,5.4,96.2
TX-365,Panola County,Texas,95.8,104,1.7,94.1
TX-367,Parker County,Texas,100.5,119,4.4,96.1
TX-369,Parmer County,Texas,95.8,122,5.2,90.6
TX-371,Pecos County,Texas,100.3,128,6.3,94
TX-373,Polk County,Texas,98.1,126,4.7,93.4
TX-375,Potter County,Texas,95.4,110,3.3,92.1
TX-377,Presidio County,Texas,99.6,129,7.4,92.2
TX-379,Rains County,Texas,94.2,76,0.2,94
TX-381,Randall County,Texas,94.6,117,3.7,90.9
TX-383,Reagan County,Texas,99.5,121,4.8,94.7
TX-385,Real County,Texas,98.3,128,5.3,93
TX-387,Red River County,Texas,92.3,49,-1,93.3
TX-389,Reeves County,Texas,103.9,129,8.4,95.5
TX-391,Refugio County,Texas,96.9,126,4.1,92.8
TX-393,Roberts County,Texas,95.5,92,1.8,93.7
TX-395,Robertson County,Texas,98.3,113,3.3,95
TX-397,Rockwall County,Texas,95.9,90,1.4,94.5
TX-399,Runnels County,Texas,100.6,124,5.4,95.2
TX-401,Rusk County,Texas,96.3,110,2.4,93.9
TX-403,Sabine County,Texas,99.1,128,6.1,93
TX-405,San Augustine County,Texas,99.1,128,5.8,93.3
TX-407,San Jacinto County,Texas,97.6,123,4,93.6
TX-409,San Patricio County,Texas,97.2,127,4.1,93.1
TX-411,San Saba County,Texas,100.9,127,5.6,95.4
TX-413,Schleicher County,Texas,98.7,123,4.8,93.9
TX-415,Scurry County,Texas,99.5,121,4.8,94.7
TX-417,Shackelford County,Texas,100,119,4.2,95.8
TX-419,Shelby County,Texas,97.4,118,3.6,93.8
TX-421,Sherman County,Texas,93.8,83,1.1,92.7
TX-423,Smith County,Texas,95.7,103,2.1,93.6
TX-425,Somervell County,Texas,100,116,3.9,96.1
TX-427,Starr County,Texas,101.5,123,4.4,97.1
TX-429,Stephens County,Texas,99.9,118,3.9,96
TX-431,Sterling County,Texas,99.2,123,4.6,94.6
TX-433,Stonewall County,Texas,99,101,2.2,96.8
TX-435,Sutton County,Texas,98.7,125,5.1,93.6
TX-437,Swisher County,Texas,94,99,2.2,91.8
TX-439,Tarrant County,Texas,99.6,113,3.6,96
TX-441,Taylor County,Texas,99.2,124,5,94.2
TX-443,Terrell County,Texas,101.3,128,5.4,95.9
TX-445,Terry County,Texas,97.5,120,4.9,92.6
TX-447,Throckmorton County,Texas,100.6,116,4,96.6
TX-449,Titus County,Texas,93,58,-0.3,93.3
TX-451,Tom Green County,Texas,100.1,119,4.4,95.7
TX-453,Travis County,Texas,101.1,127,5.5,95.6
TX-455,Trinity County,Texas,97.8,120,3.6,94.2
TX-457,Tyler County,Texas,98.4,128,5.6,92.8
TX-459,Upshur County,Texas,94.6,88,0.9,93.7
TX-461,Upton County,Texas,100.6,125,5.6,95
TX-463,Uvalde County,Texas,100.8,128,4.7,96.1
TX-465,Val Verde County,Texas,100.7,125,4.7,96
TX-467,Van Zandt County,Texas,95.2,85,0.8,94.4
TX-469,Victoria County,Texas,99,129,5.3,93.7
TX-471,Walker County,Texas,97.4,112,3,94.4
TX-473,Waller County,Texas,98.7,123,4.3,94.4
TX-475,Ward County,Texas,103.7,128,6.9,96.8
TX-477,Washington County,Texas,99.5,124,4.6,94.9
TX-479,Webb County,Texas,102.5,123,4,98.5
TX-481,Wharton County,Texas,98.3,128,4.9,93.4
TX-483,Wheeler County,Texas,95.4,86,1.6,93.8
TX-485,Wichita County,Texas,100.8,112,3.4,97.4
TX-487,Wilbarger County,Texas,100.5,111,3.2,97.3
TX-489,Willacy County,Texas,97.4,124,3.6,93.8
TX-491,Williamson County,Texas,101,128,5.7,95.3
TX-493,Wilson County,Texas,100.9,125,4.8,96.1
TX-495,Winkler County,Texas,101.9,127,6.3,95.6
TX-497,Wise County,Texas,100.3,118,4.3,96
TX-499,Wood County,Texas,94.4,89,1,93.4
TX-501,Yoakum County,Texas,97.8,125,6.4,91.4
TX-503,Young County,Texas,100.9,119,4.6,96.3
TX-505,Zapata County,Texas,103,126,4.9,98.1
TX-507,Zavala County,Texas,102.1,123,4.2,97.9
UT-001,Beaver County,Utah,92.7,128,5.7,87
UT-003,Box Elder County,Utah,91.6,114,3.5,88.1
UT-005,Cache County,Utah,83.7,115,4.1,79.6
UT-007,Carbon County,Utah,86.9,127,5.1,81.8
UT-009,Daggett County,Utah,81.5,108,3.2,78.3
UT-011,Davis County,Utah,89.6,116,3.9,85.7
